mouth open,eyes squinting,furry,scary,excited,spotted,stoic,whiskers,x,y,image_filename
0.11008619,0.20161128,0.2188155,0.14948574,0.12085941,0.16759163,0.17404732,0.2320092,-4.571565,10.967391,animal-86.jpg
0.120443866,0.19762754,0.26167345,0.17633028,0.18057585,0.22030666,0.17025179,0.21154705,5.1264157,8.513793,animal-87.jpg
0.12942375,0.1639929,0.24300313,0.16964743,0.1487563,0.20750782,0.1794714,0.18197528,7.182916,8.123508,animal-88.jpg
0.17369495,0.18572515,0.24198747,0.18476161,0.1520581,0.17613141,0.2079125,0.17878808,9.780696,6.9148307,animal-89.jpg
0.107106216,0.19220114,0.25790238,0.15767403,0.13986596,0.20514816,0.16401526,0.20528923,5.7683077,8.370824,animal-90.jpg
0.1736421,0.24337909,0.21826252,0.17031196,0.11723422,0.19926478,0.18973336,0.27414292,-5.656501,8.473863,animal-91.jpg
0.1271718,0.2350272,0.23050697,0.15463412,0.11882323,0.18849769,0.18688281,0.26936948,-5.6312566,8.899384,animal-92.jpg
0.116196156,0.20407686,0.19968636,0.20936298,0.13499883,0.202158,0.16554384,0.22408332,-5.4194455,9.52372,animal-93.jpg
0.10999597,0.17573428,0.19955197,0.15720323,0.14870167,0.20925012,0.20285103,0.16362137,8.990467,9.677982,animal-94.jpg
0.11433876,0.21445194,0.20330483,0.15956557,0.13452864,0.20053887,0.15457515,0.24156746,-6.025319,11.305555,animal-95.jpg
0.11279115,0.22029376,0.23742993,0.16343658,0.12525538,0.19110057,0.1667743,0.2794563,-5.8747067,9.160145,animal-96.jpg
0.11672062,0.18269639,0.21166968,0.13777798,0.14122784,0.21167666,0.19303164,0.18857981,7.9252634,9.127411,animal-97.jpg
0.11640006,0.21908334,0.21670914,0.15675256,0.12343515,0.18972617,0.18007605,0.22894438,-5.4592624,10.568667,animal-98.jpg
0.16235402,0.19557533,0.23588602,0.2133539,0.1713634,0.21128029,0.19961345,0.16820948,9.444232,5.8716717,animal-99.jpg
0.13582043,0.24323647,0.18121156,0.20120424,0.19552343,0.24898744,0.18588412,0.18726172,1.2245172,6.360687,animal-100.jpg
0.15228394,0.20012063,0.21579461,0.19944008,0.13998045,0.21323034,0.18323192,0.18270892,8.540438,5.374951,animal-101.jpg
0.16524117,0.16038555,0.206175,0.18483646,0.1506152,0.19319664,0.16774693,0.1390647,10.459602,6.8302536,animal-102.jpg
0.109910324,0.2046271,0.18566714,0.18107437,0.18092825,0.2580417,0.19081122,0.16439994,1.5491533,6.5461874,animal-103.jpg
0.13878612,0.1778374,0.2254109,0.17734846,0.1344831,0.21088588,0.20184809,0.16437519,9.244397,7.698428,animal-104.jpg
0.13329658,0.1777436,0.16142148,0.15573478,0.16147575,0.20502588,0.16738212,0.13743168,9.576505,11.55253,animal-105.jpg
0.123152256,0.19043086,0.2371793,0.1648905,0.13981014,0.20293632,0.15773952,0.18845314,7.039198,7.4677553,animal-106.jpg
0.11556523,0.21861677,0.20276043,0.17867449,0.14067239,0.20994332,0.15831377,0.25555634,-6.2642217,9.56231,animal-107.jpg
0.13572547,0.21579519,0.2149207,0.16862461,0.15201941,0.2122511,0.17782438,0.25398058,-5.857759,9.348126,animal-108.jpg
0.11810054,0.21159191,0.2355273,0.15987319,0.1294498,0.20353296,0.16674387,0.2596286,-5.936534,9.318687,animal-109.jpg
0.12922385,0.21833256,0.23419586,0.18979391,0.14839244,0.22564393,0.18423797,0.27650243,-6.0557885,8.746159,animal-110.jpg
0.12225436,0.16078527,0.21094117,0.17312886,0.13035432,0.21020615,0.21277118,0.1365048,10.448784,9.122396,animal-111.jpg
0.13286202,0.20363688,0.2286866,0.1774976,0.13039789,0.16648546,0.19382764,0.25012612,-4.5165734,9.146018,animal-112.jpg
0.11601132,0.18940002,0.22829056,0.16257292,0.13888475,0.20477806,0.15969059,0.24037263,-4.769551,10.454989,animal-113.jpg
0.123409234,0.23001978,0.19279867,0.15010089,0.16631989,0.20489268,0.16542554,0.23888677,-6.278817,10.5614195,animal-114.jpg
0.114202335,0.20156516,0.2672753,0.18531232,0.15473849,0.21705975,0.17688444,0.21051674,5.2340913,8.524381,animal-115.jpg
0.14911315,0.18475324,0.21852127,0.18884203,0.1340748,0.20166609,0.18778822,0.17013353,8.4407,5.7986565,animal-116.jpg
0.110875055,0.1817097,0.20737277,0.15176034,0.09601805,0.17391674,0.17377111,0.21080856,-4.6268296,11.171708,animal-117.jpg
0.14289808,0.14606093,0.2081042,0.16005322,0.14489906,0.19926348,0.2095733,0.13504446,10.34948,9.188006,animal-118.jpg
0.1756225,0.18690163,0.23908019,0.18514904,0.17626539,0.20214742,0.21059173,0.15671131,10.050707,6.6447887,animal-119.jpg
0.13901816,0.22632146,0.26233253,0.16895637,0.12556413,0.20702219,0.19857903,0.27393284,-5.3661094,8.504409,animal-120.jpg
0.1242828,0.19573629,0.21810067,0.16039178,0.13297081,0.20407872,0.18030483,0.2534216,-5.06844,9.982524,animal-121.jpg
0.14095867,0.17628707,0.2009107,0.16948897,0.14745186,0.19966549,0.21069951,0.16089238,9.882402,8.339915,animal-122.jpg
0.1234735,0.17427367,0.26414546,0.19622669,0.16301231,0.20227483,0.19704582,0.20407414,5.273972,8.744749,animal-123.jpg
0.12324481,0.18081403,0.24621059,0.17957675,0.13609764,0.1946015,0.17462683,0.18231727,7.1035357,7.703062,animal-124.jpg
0.108576685,0.19577175,0.21429706,0.17533347,0.1688774,0.19378644,0.18142617,0.24906844,-4.728874,9.757665,animal-125.jpg
0.12513906,0.21160091,0.22219507,0.16218832,0.16616999,0.22364569,0.18706936,0.2536798,-4.8883424,9.509488,animal-126.jpg
0.1447314,0.1667791,0.2107534,0.17099535,0.13499482,0.1948746,0.1907872,0.15622848,9.070728,7.883344,animal-127.jpg
0.16552572,0.17497338,0.23815647,0.19580448,0.16057771,0.1828034,0.1875892,0.15889525,9.945969,6.726313,animal-128.jpg
0.15344645,0.16054577,0.21851826,0.16071978,0.18521422,0.21450886,0.21363825,0.16150567,10.544341,7.3102217,animal-129.jpg
0.116632275,0.19237828,0.22597742,0.15158118,0.1285431,0.18429539,0.16178903,0.23939854,-4.870652,10.627943,animal-130.jpg
0.10324313,0.23207238,0.21902058,0.14042044,0.14152671,0.19178785,0.15993685,0.2603035,-6.375741,10.646473,animal-131.jpg
0.14285691,0.17224532,0.21814723,0.1781121,0.13274765,0.2032255,0.2006063,0.12237226,10.318735,8.784764,animal-132.jpg
0.12898722,0.15786606,0.20179325,0.1517534,0.15851295,0.17624372,0.19007929,0.15329154,9.774113,9.508309,animal-133.jpg
0.12641197,0.22220194,0.20650779,0.17090863,0.13214995,0.223169,0.16684914,0.23194763,-6.0701103,9.766795,animal-134.jpg
0.12061002,0.21417491,0.16524255,0.17893513,0.1683037,0.23534328,0.19078,0.16688961,1.5605079,6.5646086,animal-135.jpg
0.15754038,0.1771629,0.22329065,0.17306754,0.15735003,0.19113632,0.1785378,0.15547562,9.719394,7.2315297,animal-136.jpg
0.16282341,0.16987406,0.24211985,0.17173028,0.16444665,0.1948355,0.21889645,0.18059018,9.965771,7.0153565,animal-137.jpg
0.1357623,0.18094504,0.20795248,0.18127626,0.12468892,0.19327009,0.15668511,0.16149715,7.7444906,6.749293,animal-138.jpg
0.122675,0.19951056,0.22369915,0.157059,0.15623534,0.22021368,0.19375724,0.25138313,-4.5972924,9.650673,animal-139.jpg
0.1208369,0.19880481,0.21658738,0.18093887,0.14676178,0.22138855,0.16314328,0.22400153,-5.7900124,9.938623,animal-140.jpg
0.11258952,0.19384573,0.24525483,0.17552927,0.14374158,0.19347124,0.19321136,0.23475243,-4.181411,9.508837,animal-141.jpg
0.12637267,0.1832261,0.23565388,0.14204136,0.14948195,0.19866264,0.20074323,0.23419477,-3.7066767,9.973572,animal-142.jpg
0.109272495,0.23092678,0.21249147,0.1766808,0.15364468,0.21139961,0.20042536,0.2380173,-5.4439545,8.929978,animal-143.jpg
0.111958295,0.13113964,0.19024718,0.12956448,0.11887523,0.20602433,0.18078767,0.12468709,10.410563,11.739089,animal-144.jpg
0.12275759,0.17453042,0.2092164,0.14641999,0.1432623,0.20296961,0.18271089,0.16091669,8.910296,9.721376,animal-145.jpg
0.12559474,0.22031116,0.23896569,0.16913113,0.1447325,0.19661531,0.20491007,0.26439154,-5.3454933,8.556331,animal-146.jpg
0.13939041,0.23046519,0.21537074,0.17739187,0.12842256,0.19804046,0.16896811,0.25962713,-6.016961,8.859012,animal-147.jpg
0.13553716,0.18370165,0.2058013,0.19008672,0.12790523,0.19807824,0.16792299,0.16050395,7.8825903,6.6145835,animal-148.jpg
0.11146255,0.14187104,0.2047117,0.14178619,0.1393961,0.20891747,0.18449366,0.15905753,9.519035,10.890893,animal-149.jpg
0.120333344,0.21437836,0.22676012,0.17536189,0.1634399,0.20474207,0.18478057,0.26823738,-5.4505563,9.079656,animal-150.jpg
0.109124824,0.19637185,0.21734092,0.16444644,0.16276945,0.20588279,0.1701993,0.23964356,-4.482685,10.476427,animal-151.jpg
0.118882,0.17834002,0.21281356,0.1487568,0.12538208,0.19807433,0.17907888,0.15516809,9.030883,9.864752,animal-152.jpg
0.101553254,0.16653362,0.19479862,0.14094505,0.12817052,0.22162375,0.19014984,0.17582566,8.898851,10.1920805,animal-153.jpg
0.121215194,0.20122018,0.22519538,0.16701373,0.14433949,0.19745374,0.17707649,0.26850462,-5.2826657,9.35375,animal-154.jpg
0.12365125,0.12375066,0.19406684,0.15758286,0.15602094,0.22699365,0.1850915,0.14554533,9.774173,11.002204,animal-155.jpg
0.1128407,0.17605673,0.22394887,0.14655098,0.15076464,0.18879332,0.18290791,0.23939809,-3.8496752,10.414602,animal-156.jpg
0.13892649,0.15957484,0.20037927,0.14253646,0.13486966,0.19096948,0.17066586,0.1516379,9.650337,10.137222,animal-157.jpg
0.107359126,0.20723206,0.19854377,0.16134879,0.14219406,0.19396764,0.15603708,0.22688964,-5.5769906,11.565614,animal-158.jpg
0.12442314,0.21829715,0.21734704,0.1502298,0.13328654,0.17467539,0.15449199,0.22390866,-5.59871,10.603935,animal-159.jpg
0.121810615,0.14761704,0.19528306,0.1331956,0.15120508,0.21465038,0.1815372,0.14733109,9.290394,10.9149885,animal-160.jpg
0.118644,0.12977298,0.19494937,0.14415914,0.13029945,0.20512763,0.19703805,0.13540472,10.529209,11.44933,animal-161.jpg
0.1498218,0.1437613,0.20874017,0.16211396,0.14781702,0.19187292,0.20869052,0.1465756,10.380112,9.013529,animal-162.jpg
0.11647588,0.16299035,0.21443045,0.15992862,0.15141046,0.21141744,0.18077451,0.16413239,8.827255,9.75831,animal-163.jpg
0.15332063,0.23950481,0.15171456,0.17933482,0.18273553,0.26068246,0.19005196,0.18730728,1.249357,6.339697,animal-164.jpg
0.11871519,0.20837604,0.2114949,0.16826446,0.14509293,0.21165729,0.16830635,0.26716027,-6.230985,9.540895,animal-165.jpg
0.12860675,0.18967909,0.22904706,0.14757428,0.15833601,0.21232897,0.20276219,0.23577094,-3.65622,9.864108,animal-166.jpg
0.12386899,0.16444397,0.25022778,0.15866122,0.13686521,0.19867426,0.18756919,0.18332443,7.163077,8.091602,animal-167.jpg
0.09155331,0.17329259,0.24028382,0.17027454,0.1358071,0.18758139,0.17674041,0.22884648,-4.3559885,10.320624,animal-168.jpg
0.10900607,0.20831333,0.20445397,0.14661068,0.12548068,0.18884501,0.15335274,0.2414875,-5.89616,11.236064,animal-169.jpg
0.12199795,0.1439566,0.20064706,0.12244366,0.15973285,0.21385442,0.1811176,0.16229612,9.189364,10.848631,animal-170.jpg
0.13741556,0.14028175,0.21511492,0.14808567,0.14145213,0.19497171,0.1806657,0.13549732,9.838213,9.876856,animal-171.jpg
0.16941881,0.20588702,0.2108041,0.16872086,0.18835695,0.20955238,0.19956389,0.21657929,-3.5656993,8.739775,animal-172.jpg
0.14249825,0.1788616,0.21280709,0.18937466,0.1331557,0.20530307,0.17856199,0.17431957,7.961987,6.146818,animal-173.jpg
0.13341114,0.22243646,0.21090573,0.1937972,0.15136841,0.18769678,0.18489748,0.23695645,-5.5764923,9.433553,animal-174.jpg
0.1435888,0.1843912,0.21472757,0.19809642,0.13600609,0.19664861,0.19048923,0.17959693,8.3883915,5.6651964,animal-175.jpg
0.12456632,0.20378917,0.18128186,0.14948612,0.17432657,0.2062453,0.18383227,0.22771515,-2.6934657,10.927544,animal-176.jpg
0.11395131,0.18624665,0.17154446,0.13768488,0.10033478,0.19175132,0.16296396,0.12859216,9.832717,11.882317,animal-177.jpg
0.13692872,0.18701991,0.21301675,0.20844167,0.13809736,0.19408005,0.19227333,0.1668299,8.359578,5.7189612,animal-178.jpg
0.10204112,0.16752413,0.26205763,0.17683634,0.15589619,0.20306993,0.17712057,0.18024147,6.0539293,8.364687,animal-179.jpg
0.12085756,0.15978679,0.21187773,0.134929,0.12246673,0.20102835,0.21275505,0.14256328,10.943742,9.995509,animal-180.jpg
0.15270627,0.18333486,0.23247828,0.16041358,0.1571466,0.2075633,0.19124979,0.15026017,9.867389,7.4499755,animal-181.jpg
0.13133939,0.1980523,0.1952508,0.19553092,0.1384733,0.19665545,0.16851535,0.21073109,-5.52952,9.782769,animal-182.jpg
0.14212842,0.19057637,0.20693912,0.16255759,0.14890334,0.20652801,0.21643597,0.14557442,9.971729,8.304469,animal-183.jpg
0.12528203,0.16254458,0.21458736,0.1401487,0.118169636,0.20383921,0.21339202,0.16436225,10.796011,9.665362,animal-184.jpg
0.1012217,0.19378108,0.2143695,0.20666234,0.1488583,0.21797952,0.18225104,0.23697162,-5.2729554,9.455733,animal-185.jpg
0.099508226,0.21142706,0.20748335,0.14368087,0.13540035,0.20034876,0.1623019,0.24006937,-5.8335915,11.32792,animal-186.jpg
0.16841681,0.18184601,0.22129437,0.1859371,0.16928998,0.20851564,0.194881,0.16484395,9.758717,6.3458266,animal-187.jpg
0.15019038,0.2043863,0.2610358,0.20460455,0.16303293,0.18946159,0.17774233,0.21004641,5.028527,8.538689,animal-188.jpg
0.13945433,0.22610271,0.22981793,0.16727129,0.12694782,0.23471582,0.18160716,0.23793098,-4.9457827,8.617544,animal-189.jpg
0.1555116,0.17343923,0.22184706,0.16910942,0.14152792,0.19160667,0.1951161,0.15344107,9.639172,7.6425056,animal-190.jpg
0.12610832,0.22357608,0.20147619,0.17563984,0.1403757,0.21226084,0.17361037,0.2768712,-6.3354063,9.001302,animal-191.jpg
0.121459104,0.15200378,0.18432894,0.1608965,0.13495345,0.21663621,0.1878343,0.13678041,9.647834,11.491113,animal-192.jpg
0.15151519,0.19239263,0.21700095,0.18574855,0.13569662,0.18782805,0.18580492,0.17050858,8.538945,6.3919806,animal-193.jpg
0.11229277,0.21703222,0.21408075,0.15963452,0.14222229,0.19217181,0.16668873,0.23603323,-5.827104,10.857304,animal-194.jpg
0.119443364,0.16055831,0.23296672,0.15622751,0.10493572,0.19763982,0.22259164,0.15052508,10.748001,9.431101,animal-195.jpg
0.13838689,0.17873934,0.20521507,0.17068245,0.13978136,0.19678646,0.17716429,0.14152342,8.398597,7.146556,animal-196.jpg
0.13855723,0.17119758,0.2073924,0.18921103,0.148004,0.20900096,0.17618053,0.15264596,8.073188,6.510527,animal-197.jpg
0.13460615,0.17131129,0.22216034,0.1759758,0.14008942,0.20644158,0.1963642,0.1612746,9.164972,7.79459,animal-198.jpg
0.10875051,0.17195413,0.18487507,0.15050755,0.15081045,0.23777696,0.17189829,0.1470676,8.741009,10.853273,animal-199.jpg
0.1242563,0.15803832,0.23893727,0.16019157,0.15176247,0.22005814,0.18528944,0.16900712,7.2771735,8.192695,animal-200.jpg
0.112642124,0.16356069,0.19037133,0.14658341,0.16008855,0.22924569,0.16023059,0.1657863,8.68041,10.703463,animal-201.jpg
0.14600891,0.19464473,0.21780795,0.19457746,0.13309339,0.20410915,0.18925622,0.18610284,8.447571,5.4312696,animal-202.jpg
0.12283743,0.12692815,0.16324124,0.16180357,0.11954044,0.21637072,0.17216964,0.0987855,10.314519,11.867078,animal-203.jpg
